number;lat;lng
62169;37.17004;-118.5391
11407;36.05361;-118.5347
23319;37.76666;-118.5333
4887;36.10556;-118.5272
27687;34.66363;-118.4538
29045;48.60844;-118.4379
21674;34.6167;-118.4333
46025;48.6254;-118.4262
1036;35.75472;-118.4244
1635;45.5;-118.42
7562;44.825;-118.415
26222;48.95876;-118.4102
15085;51.05747;-118.398
24795;35.5803;-118.3804
24877;35.95835;-118.375
24938;36.70835;-118.375
21684;37.15889;-118.3743
9604;44.9723;-118.3692
5294;35.51222;-118.3356
27844;35.12931;-118.3302
22386;37.8583;-118.325
65970;45.45024;-118.3243
694;45.3233;-118.2742
14953;34.25;-118.225
22815;36.07081;-118.2084
28285;50.58378;-118.1976
24806;50.58304;-118.188
20780;40.52737;-118.1806
12328;36.1894;-118.1729
19448;36.1999;-118.1666
58779;47.96136;-118.1611
59728;52.83539;-118.1561
2794;36.05278;-118.1303
7124;45.9957;-118.1253
25266;36.79165;-118.125
26224;44.68557;-118.0891
58004;45.43806;-118.0883
1065;45.99215;-118.0811
2195;46.03944;-118.0711
10934;45.80374;-118.0603
1917;46.0675;-118.0519
2196;46.0675;-118.0519
60969;48.15997;-118.0387
50039;48.18676;-118.0076
980;45.84175;-117.991
7406;46.0573;-117.9793
22598;35.7;-117.9667
34822;49.20805;-117.9636
939;46.48917;-117.9592
1263;46.03333;-117.9486
938;46.37944;-117.9458
50212;48.36624;-117.9368
24371;45.91665;-117.925
17142;50.57889;-117.8775
14511;49.28569;-117.8504
15013;34.2802;-117.8333
1113;48.78389;-117.8106
27910;53.13605;-117.7728
898;48.65528;-117.7619
71773;47.97637;-117.7324
41634;45.44986;-117.7273
89;46.33333;-117.6767
3673;47.981;-117.6454
67619;48.57989;-117.5888
51816;48.80483;-117.5853
49664;48.03062;-117.5429
67585;47.74207;-117.5302
66003;47.75026;-117.5152
1572;48.66611;-117.4694
58220;48.2914;-117.4546
1570;48.75528;-117.4214
1571;48.74111;-117.4161
67413;49.89706;-117.3797
13503;48.86479;-117.3672
10354;47.62769;-117.3606
46330;34.28665;-117.3395
62796;48.65397;-117.3349
1573;48.65083;-117.3347
11186;48.79056;-117.2833
6303;48.83558;-117.2776
9797;45.0018;-117.2022
26746;54.7;-117.18
56754;34.33843;-117.1776
47470;47.5505;-117.167
17290;56.12543;-117.1638
56332;47.73081;-117.159
2779;32.71528;-117.1564
1691;47.92528;-117.1153
9069;49.82221;-117.0654
58396;48.49398;-117.0579
24456;34.04165;-117.0416
30868;47.61947;-116.9945
56861;48.1964;-116.99
10864;51.3;-116.96
25156;48.6334;-116.934
10012;47.70965;-116.9266
57248;46.97822;-116.923
6391;45.9978;-116.9156
56270;48.43676;-116.9137
51530;33.32237;-116.8782
64180;48.22407;-116.8768
4446;33.2675;-116.8625
65276;48.73665;-116.8596
42647;48.74915;-116.8415
12913;46.8102;-116.8368
26386;34.2556;-116.7944
1801;47.95614;-116.7787
67192;47.23455;-116.7369
58026;48.75694;-116.7338
24693;48.33;-116.71
5253;33.7655;-116.7078
24137;33.66675;-116.7
5767;48.43443;-116.667
58251;48.45359;-116.6339
26152;33.81678;-116.6329
15206;47.85001;-116.6079
63560;33.03662;-116.5645
63726;47.96905;-116.5499
24936;33.95002;-116.5333
28740;49.41289;-116.5133
25056;44.9166;-116.4873
67401;46.75473;-116.4292
36070;32.81075;-116.4208
26487;48.49805;-116.4171
4987;44.85;-116.4
55604;52.78074;-116.3651
15120;47.0615;-116.322
65779;44.45853;-116.2853
69141;47.61893;-116.2617
5720;42.79166;-116.25
24224;47.6835;-116.211
13828;48.15585;-116.1842
11595;51.26903;-116.1654
20802;48.255;-116.1475
3945;50.50041;-116.1386
62182;44.66862;-116.1155
20221;48.25206;-116.0969
12158;44.58335;-116.0834
4741;44.91666;-116.0833
65369;47.19253;-116.0776
10510;48.1143;-116.0558
57970;44.95277;-116.0542
59472;47.02242;-116.0518
2113;50.84333;-116.0426
23521;47.509;-115.9965
74987;45.62681;-115.9501
71799;47.5405;-115.947
6929;44.75;-115.9167
12647;52.51666;-115.8742
29357;44.28265;-115.8714
29020;44.35978;-115.8596
61107;46.75905;-115.8545
15621;45.16792;-115.8405
3292;45.08334;-115.75
8251;45.08334;-115.75
57765;44.64824;-115.6803
65664;47.43904;-115.6545
10260;48.27011;-115.6418
65924;47.23444;-115.6292
22651;46.94;-115.586
7870;44.41666;-115.5833
23245;50.29765;-115.5743
71863;43.71597;-115.3929
8999;47.62167;-115.3903
15416;44.14555;-115.3106
9954;46.2404;-115.2088
56257;44.62801;-115.2019
26517;51.35316;-115.0964
28583;50.55219;-115.0944
34794;51.03202;-115.09
13717;44.14765;-114.9221
13692;43.4082;-114.8281
25378;51.03149;-114.7982
27154;51.20306;-114.7861
59610;50.81168;-114.7829
6983;44.25028;-114.7503
18050;44.9625;-114.655
63381;47.25335;-114.45
211;50.4023;-114.4419
10775;55.26332;-114.3957
20884;42.21834;-114.2634
9876;50.0865;-114.2347
12001;53.62819;-114.1397
1649;47.03222;-114.0906
10357;46.75889;-114.08
36727;46.96508;-114.0725
9873;47.06032;-114.0717
43598;49.01115;-114.0243
21839;45.82285;-114.0125
62969;47.98521;-113.9818
10960;43.79615;-113.8441
1614;46.97694;-113.8381
59607;46.93335;-113.8334
12636;48.68;-113.82
59343;45.2704;-113.8186
21907;47.60413;-113.7593
26179;37.182;-113.7382
1518;46.18694;-113.6925
40412;46.5252;-113.5911
23259;54.27101;-113.4698
33484;34.55;-113.46
34024;46.30766;-113.1424
1517;48.36139;-113.1236
13383;46.02962;-113.1198
27043;53.92005;-113.0987
63250;44.0555;-112.9954
40524;45.3705;-112.9707
15835;49.9818;-112.9413
10883;50.7;-112.76
42364;32.95;-112.73
1519;47.04333;-112.7031
5627;46.83285;-112.702
6829;54.88394;-112.6921
13768;44.2548;-112.6467
23136;33.3785;-112.6432
1757;46.05292;-112.571
562;47.07954;-112.5649
28946;34.55154;-112.5421
24818;34.45;-112.53
17287;38;-112.5
25662;45.9754;-112.4554
11070;44.0925;-112.455
15336;38.225;-112.35
50124;44.41131;-112.2873
36623;36.65;-112.24
57784;42.10072;-112.2149
15178;36.74;-112.19
38797;40.4871;-112.1402
24732;36.3431;-112.0934
74606;38.54144;-112.0729
13773;34.7;-112.05
26948;41.7086;-112.0179
13964;36.4;-112
1208;47.17833;-111.9744
1533;47.07444;-111.9625
11514;35.656;-111.938
6170;47.12806;-111.9094
12266;34.7706;-111.8907
1530;46.76472;-111.8861
24405;35.241;-111.8634
59185;43.86739;-111.8617
25233;40.9744;-111.8189
29690;40.91689;-111.8038
16527;43.41005;-111.7899
9962;41.5;-111.75
63148;46.24;-111.75
46243;35.30685;-111.7141
23440;35.33069;-111.7101
45652;34.67245;-111.7099
15125;35.09;-111.7
2352;40.3857;-111.6992
23291;40.34937;-111.6956
18723;33.85;-111.69
20235;35.3;-111.675
24530;38.8204;-111.6631
28095;40.60779;-111.6508
23908;41.49955;-111.6348
11324;40.42;-111.63
11807;35.1394;-111.6259
16744;40.9;-111.625
20254;41.6359;-111.6149
10024;40.25622;-111.6068
17265;40.26705;-111.5986
21613;41.41125;-111.5833
30384;45.12266;-111.563
23264;40.0445;-111.5447
29013;41.96181;-111.5333
23822;41.5343;-111.5281
10877;34.96295;-111.5228
28386;42.35635;-111.5212
7495;34.4;-111.5
16470;41.43135;-111.4988
21348;34.375;-111.4925
18958;43.61015;-111.4418
21535;34.575;-111.4
15441;34.425;-111.375
38375;34.515;-111.375
50297;45.7922;-111.3637
2115;37.8058;-111.3481
55195;34.43542;-111.3164
37974;46.48392;-111.2644
74972;40.29942;-111.2586
14732;39.48;-111.23
177;39.64175;-111.2186
23358;34.28939;-111.1367
24602;39.58375;-111.1339
1454;45.22417;-111.125
1796;42.5149;-111.1241
28709;42.5149;-111.1241
41186;34.43951;-111.0946
25154;40.92128;-111.0837
63362;45.14665;-111.0834
14508;34.475;-111.08
12884;41.25;-111.05
9506;34.4274;-110.9986
6951;42.4914;-110.9967
16397;34.35;-110.98
16520;34.34;-110.9725
12795;34.33335;-110.9583
19983;40.77988;-110.9325
3022;40.028;-110.9315
24302;33.825;-110.925
34283;34.275;-110.85
3482;34.90831;-110.8403
18056;40.825;-110.825
20430;40.61087;-110.8139
2995;45.66722;-110.8069
29148;40.60353;-110.8055
51959;45.61331;-110.7897
36281;46.76389;-110.7781
38116;50.03888;-110.6488
41782;46.59692;-110.6268
6037;42.4829;-110.5979
41981;34.24228;-110.5712
12302;44.58333;-110.5
14714;41.2;-110.5
25625;34.0425;-110.4829
19339;33.99989;-110.4298
4692;46.79165;-110.4165
4735;46.79165;-110.4165
71803;40.98583;-110.3961
21162;40.61125;-110.3583
1693;46.01833;-110.3308
440;31.99003;-110.1835
24052;31.63;-110.177
11549;32.65;-110.175
27495;34.1;-110.165
2815;49.75;-110.13
47536;34.285;-110.11
20833;34.27139;-110.0632
903;44.50132;-110.0042
12289;40.65;-110
29358;34;-110
41447;32.70722;-109.9648
24886;32.7071;-109.9643
41350;32.70631;-109.9134
10123;40.5;-109.9
1240;44.45584;-109.7935
12396;40.9;-109.75
45320;33.988;-109.7452
17195;40.915;-109.725
1241;44.49817;-109.6824
17448;32.815;-109.675
2216;44.49817;-109.6429
16580;34.325;-109.64
17259;40.75;-109.575
44485;32.42445;-109.5601
36008;45.28074;-109.5528
25265;40.86765;-109.5143
1242;44.48134;-109.5113
17804;34.6;-109.44
6552;36.09081;-109.4276
11858;33.9;-109.355
7566;33.6247;-109.3191
33098;37.75705;-109.3125
8685;36.54165;-109.29
69323;35.175;-109.25
12214;35.97;-109.155
13548;36.28;-109.14
26297;36.225;-109.11
11589;36.39135;-109.0612
12915;36.39135;-109.0612
19472;42.9919;-108.9245
26414;36.08089;-108.892
4538;36.126;-108.87
10266;35.63736;-108.8676
12271;36.14505;-108.8548
34460;36.0605;-108.84
12542;36.81315;-108.7608
33257;47.66724;-108.6873
1368;40.45418;-108.5417
14243;37.33925;-108.3364
3086;37.4625;-108.2083
28964;35.37201;-108.2034
6755;37.4125;-108.1292
20028;38.9969;-108.1098
12994;35.58565;-107.9978
6538;37.70835;-107.9584
14503;39.16305;-107.9514
1075;38.49833;-107.8833
16648;40.277;-107.8708
1374;37.75417;-107.7667
15630;37.83905;-107.7247
14405;54.31648;-107.7171
7827;38.875;-107.7084
32905;37.70338;-107.7015
140;38.48959;-107.7
11526;36.7474;-107.6021
2553;38.90833;-107.575
25511;37.33815;-107.501
9018;37.38334;-107.4667
13699;40.00385;-107.4381
11109;36.72065;-107.3956
14997;37.89225;-107.1971
69394;38.02372;-107.193
1232;37.19583;-107.1771
20011;36.4178;-107.1612
3653;39.3375;-107.0671
39520;39.37357;-107.0596
470;39.1084;-107.0153
11976;36.91475;-106.9958
12418;36.095;-106.9571
66089;33.82819;-106.9285
8409;35.98475;-106.8803
5586;37.025;-106.8583
17292;45.0262;-106.8331
1355;39.6632;-106.8085
16661;40.4805;-106.7682
16038;39.01577;-106.7522
12576;40.55415;-106.7084
23305;39.879;-106.6735
3664;40.4521;-106.6535
6782;38.59998;-106.6417
7036;39.45824;-106.625
1251;39.4627;-106.6035
69437;36.90237;-106.5784
26522;39.1006;-106.5445
23065;37.2362;-106.541
1352;37.32255;-106.5123
27057;37.37285;-106.496
1351;37.30833;-106.4917
24068;37.26505;-106.4745
6785;39.0917;-106.4417
1363;39.18975;-106.4269
24194;39.15735;-106.4213
1366;39.26944;-106.3833
407;37.1137;-106.3681
3604;39.225;-106.3625
1349;38.60124;-106.3466
19804;37.3199;-106.3325
42602;39.80777;-106.3023
3606;39.25;-106.3
2667;39.24998;-106.2583
67551;38.71954;-106.2384
3652;39.32385;-106.2275
31939;38.83714;-106.199
4897;39.3045;-106.171
15588;39.7198;-106.1666
63153;39.41087;-106.1444
12904;39.29325;-106.1215
529;39.2026;-106.1143
12733;52.94971;-106.0525
3112;39.20834;-106.0417
28886;36.65339;-105.9678
513;40.79166;-105.9583
1760;40.54167;-105.9333
46795;38.77741;-105.9111
17456;53.7312;-105.8799
1700;48.03278;-105.8642
1369;39.40305;-105.8226
408;39.67095;-105.8199
49243;40.3105;-105.812
10114;33.15405;-105.7947
22801;39.39565;-105.7854
1918;33.27735;-105.7395
23585;33.27094;-105.7338
10126;33.2516;-105.7197
60877;39.4191;-105.7065
64064;39.30023;-105.6723
26671;40.84707;-105.6385
44401;40.33838;-105.5728
16207;36.19625;-105.5596
348;37.57915;-105.4979
1237;38.93333;-105.4917
4614;37.5969;-105.4826
35596;39.40589;-105.475
1228;40.025;-105.4458
46805;39.52701;-105.4147
4904;36.599;-105.4113
2493;38.9;-105.3812
15273;40.17585;-105.3792
1367;40.57499;-105.3646
7225;39.31667;-105.3542
13411;40.00817;-105.298
34078;37.56055;-105.2869
25552;38.91;-105.275
45666;39.35503;-105.2527
43399;35.52162;-105.2526
5493;39.11636;-105.2155
13441;39.0465;-105.2146
62929;40.26821;-105.1821
1375;38.71225;-105.1744
1376;38.753;-105.1598
3185;38.4;-105.1167
10533;38.826;-105.1146
14814;38.0654;-105.1137
819;38.8922;-105.1058
12802;39.4455;-105.0787
880;39.21338;-105.0652
41935;38.68775;-105.047
6164;39.0621;-105.0138
3710;38.9006;-104.9917
1361;38.54166;-104.9908
1359;38.8993;-104.9743
1354;39.42923;-104.9677
15278;38.5859;-104.9426
17767;38.716;-104.875
3506;38.6691;-104.8604
10349;36.9934;-104.4801
5608;37.09263;-104.3786
1695;47.70667;-104.1922
13033;44.4165;-104.1665
24643;52.60837;-103.9236
65588;44.21694;-103.7742
6937;30.77722;-103.7439
25415;44.38611;-103.6183
16557;43.89875;-103.4966
25241;42.5893;-103.398
16432;42.71425;-103.018
23046;42.69657;-103.0044
8130;47.63297;-102.7291
8165;47.72964;-102.701
4140;31.27278;-102.6922
5173;43.35851;-102.3971
7653;31.06278;-102.3881
12562;47.71188;-101.8886
13691;43.4471;-101.7312
21850;34.93243;-101.667
1123;33.45278;-101.5361
26331;53.687;-101.5205
9385;32.24083;-101.3903
751;48.25422;-101.3166
35177;53.99;-101.274
21795;50.91725;-100.9129
7303;33.62167;-100.8361
1528;50.06295;-100.8188
56826;35.93985;-100.6767
25012;42.87331;-100.5501
15334;30.566;-100.545
7835;31.84167;-100.5167
448;36;-100.5
16499;31.44815;-100.4219
7836;31.45417;-100.4161
10239;29.24665;-100.4104
31176;49.7905;-100.069
56829;35.76152;-99.93007
1303;34.73153;-99.81514
55249;34.31;-99.295
47267;39.1062;-99.26195
29455;43.37663;-99.1903
4158;33.16972;-99.18778
9765;35.3011;-99.1702
12335;52.9884;-99.11815
30150;35;-99
36011;34.38638;-98.99414
24529;29.56835;-98.68465
56212;32.375;-98.68
10234;34.62944;-98.62833
27206;34.76134;-98.61497
3042;35.50556;-98.575
43952;29.26258;-98.56143
23246;31.4771;-98.53998
35828;37.56279;-98.42924
49309;33.2;-98.4
8861;32.83333;-98.38333
63193;32.85;-98.375
6941;33.13333;-98.35
19666;32.817;-98.34489
3964;35.10278;-98.34056
14376;32.8269;-98.3298
55121;33.275;-98.325
1305;34.9575;-98.31556
55236;33.375;-98.3
59633;39.30595;-98.2833
35188;35.08344;-98.24586
15615;41.55099;-98.22576
51612;33.675;-98.225
47702;29.52533;-98.15854
43229;29.79893;-98.15556
6513;35.33389;-98.13028
739;37.641;-98.12825
63492;34.125;-98.105
11260;32.04417;-98.09234
8530;30.38667;-98.08611
4137;31.11611;-98.055
7552;32.53333;-98.05
400;32.7;-98.03333
2404;50.25;-98.03333
67199;32.66908;-98.03284
1431;29.57444;-98.03083
39137;32.755;-98
1152;42.76609;-97.97573
69015;30.77532;-97.93719
69193;37.56215;-97.85428
66081;32.64;-97.84
2237;33.29083;-97.8375
9810;32.78611;-97.83334
30841;32.475;-97.815
6583;29.385;-97.81083
45649;29.32862;-97.77225
51180;32.75;-97.75
69006;35.53925;-97.67827
57760;30.51559;-97.67403
30238;32.675;-97.61
30504;32.675;-97.61
1325;37.52947;-97.60829
15696;31.37756;-97.59946
12908;54.245;-97.595
35287;38.37558;-97.58336
38143;37.3901;-97.56253
9376;35.24194;-97.5625
38362;38.1814;-97.56185
7534;32.17194;-97.54944
55412;32.15;-97.52499
1527;32.15;-97.5
40420;29.30877;-97.47971
1298;35.74111;-97.479
43843;37.40504;-97.4572
4081;35.64389;-97.45694
35721;32.84;-97.445
1327;37.7715;-97.424
44721;38.19744;-97.41755
1326;37.64103;-97.40294
32256;39.7273;-97.34005
7709;37.0581;-97.3374
7473;35.27639;-97.33528
51821;30.40335;-97.2836
59414;35.68081;-97.26022
2353;35.21111;-97.24139
8381;35.42014;-97.21555
40035;37.3444;-97.1953
58855;33.04;-97.18
28090;40.64043;-97.13196
2788;36.02306;-97.1225
10074;33.82444;-97.07361
2157;28.725;-97.06667
11592;33.77528;-97.05903
58557;33.25;-97.05
2394;33.48028;-97.04361
23578;33.27303;-97.03784
4134;35.97389;-97.03333
57411;32.675;-97.025
28305;33.33614;-97.02299
12204;35.68583;-97.00389
2032;34.495;-96.972
5681;35.86972;-96.968
6235;33.81861;-96.96333
1311;39.1489;-96.9614
7679;33.69;-96.84806
1315;39.1463;-96.8223
8038;33.71472;-96.78917
27307;33.81435;-96.76199
1297;33.89444;-96.75361
1149;40.1399;-96.7432
9367;29.02611;-96.71
2396;32.26889;-96.69583
1155;40.84792;-96.6824
3731;34.86111;-96.66528
27768;32.36;-96.66
26767;34.21174;-96.63857
27564;32.375;-96.63
63243;33.825;-96.6075
6644;35.26808;-96.60222
10277;30.525;-96.59167
1632;30.33333;-96.55
16714;42.55576;-96.47562
22577;42.47356;-96.46025
25860;38.62563;-96.44296
6410;41.2333;-96.42668
58152;30.55738;-96.42506
1274;42.50817;-96.40213
26554;36.03501;-96.36707
36746;39.14519;-96.35309
59757;42.15685;-96.34203
742;34.29861;-96.30222
9312;29.17805;-96.29222
23367;48.52579;-96.28425
7567;33.59;-96.27306
9315;29.38333;-96.25
13348;34.25;-96.21
8549;31.87333;-96.2
8576;50.5697;-96.17149
65366;33.2;-96.17
26504;31.93425;-96.12524
26543;36.62116;-96.12164
7632;32.94722;-96.10222
50045;33.445;-96.05
8832;28.8;-96.04472
10273;28.97944;-96.01666
2509;41.48453;-96.01464
42596;48.8572;-96.0073
7664;33.19944;-96.00306
12712;35.36895;-95.97023
5817;35.27056;-95.97
26226;35.2933;-95.94727
26473;33.79094;-95.92831
12482;41.238;-95.92
7907;33.61666;-95.90694
57935;31.18523;-95.89323
7809;41.134;-95.88
7519;33.46333;-95.8775
1330;39.33292;-95.84024
47499;33.25;-95.84
7758;33.82083;-95.83639
7568;33.26222;-95.82056
66198;36.37919;-95.80589
4994;32.57306;-95.80556
5620;36.91528;-95.80417
34555;36.13222;-95.79677
14795;30.54366;-95.77908
638;33.24722;-95.77
4337;33.48;-95.76861
23531;30.812;-95.75645
12067;39.072;-95.747
11493;39.06381;-95.74633
7062;36.18889;-95.74556
1332;37.192;-95.7455
50643;30.52897;-95.72607
9627;30.52694;-95.71278
2477;31.40444;-95.70861
26790;38.76635;-95.70296
1296;35.70166;-95.70208
56106;40.66972;-95.68422
3393;31.78333;-95.68333
14567;31.6212;-95.6669
10595;34.81417;-95.65417
10660;38.3908;-95.6491
10407;30.6;-95.63
3587;33.82722;-95.62861
6541;34.11306;-95.62278
8376;32.69028;-95.61056
4138;30.23333;-95.60834
8591;35.7575;-95.60667
9924;32.16139;-95.6
20685;31.1683;-95.59745
4206;30.52361;-95.58334
7604;30.95972;-95.58334
7652;33.33;-95.54278
2048;32.7943;-95.5425
2050;30.61667;-95.52722
11927;29;-95.5
2400;31.35833;-95.48833
10797;39.1441;-95.488
57712;32.31565;-95.48672
12858;30.14378;-95.47556
14638;32.85232;-95.46671
38440;39.2305;-95.44415
7802;32.51556;-95.41817
23849;50.85595;-95.41525
57103;31.55668;-95.38226
2049;30.75;-95.37666
24539;31.82347;-95.37101
9869;30.405;-95.36166
113;37.44208;-95.35479
29092;32.19202;-95.35257
62352;38.176;-95.3465
2789;35.00278;-95.34111
9142;50.92345;-95.33125
33872;37.8322;-95.32129
1063;32.13972;-95.32
10733;30.31667;-95.32
63398;30.3115;-95.3175
10591;30.63333;-95.3
11543;30.3343;-95.28653
9495;50.07;-95.276
8083;33.66666;-95.27361
8678;34.92333;-95.26167
2033;38.9142;-95.2577
7669;33.34139;-95.24917
50756;36.22935;-95.2419
19073;33.36867;-95.23958
9436;32.18333;-95.21667
15627;31.50773;-95.20691
7168;33.845;-95.19722
28873;30.31363;-95.17966
57944;36.879;-95.1695
4143;33.64555;-95.16028
11987;30.46;-95.13
31912;32.24271;-95.12872
39831;43.47104;-95.12505
27237;30.43703;-95.12381
10800;30.55;-95.12305
71794;34.50572;-95.12156
32689;34.6021;-95.11875
25323;46.50385;-95.11484
24905;30.302;-95.10654
9305;30.475;-95.09167
1312;37.0504;-95.0802
4142;33.67056;-95.06667
63286;35.325;-95.0585
45911;47.48271;-95.05023
1300;34.75139;-95.04778
10620;47.8764;-95.0168
2379;31.90791;-95.01264
1299;34.39639;-95.01167
10438;30.40833;-95.00833
25336;47.43842;-94.98708
23628;35.56637;-94.98001
5532;37.7684;-94.97862
2909;34.72195;-94.96639
4159;31.22333;-94.96611
6007;32.27444;-94.965
57754;31.86794;-94.95061
1888;34.53889;-94.93722
62405;37.274;-94.93115
2386;36.4075;-94.92667
8811;34.52436;-94.91928
65984;39.4045;-94.91451
48388;42.23576;-94.91264
7546;32.35306;-94.90528
7558;39.3716;-94.9
9038;32.51667;-94.9
4156;31.87791;-94.89986
4141;30.73861;-94.89778
49518;47.52413;-94.88525
24794;45.95602;-94.87069
2159;32.58125;-94.86958
7671;32.28944;-94.86833
9036;30.08333;-94.86667
9862;30.41667;-94.86667
18219;39.859;-94.856
8441;30.26667;-94.85
10272;30.01667;-94.85
1506;34.61361;-94.84861
24089;47.1589;-94.83755
9169;29.88528;-94.83334
2041;35.92806;-94.83
8857;30.10305;-94.82
2398;32.4125;-94.81806
24426;46.67197;-94.80162
8790;30.26861;-94.79333
5623;37.4253;-94.7844
27477;36.4168;-94.78227
40280;35.50285;-94.77699
1526;31.30853;-94.76362
7670;32.33528;-94.7375
8543;34.689;-94.7325
24967;34.74338;-94.7297
24682;34.73966;-94.7264
564;37.81005;-94.72448
9879;33.03333;-94.72334
57435;36.94679;-94.71512
72276;32.19417;-94.70779
2018;34.78833;-94.70667
3199;34.52667;-94.70278
11325;30.71139;-94.70139
74715;34.13716;-94.69904
70712;32.79338;-94.69412
40316;46.73252;-94.68516
9853;34.695;-94.685
1314;38.6234;-94.6837
9867;32.01667;-94.68333
25703;34.36778;-94.68028
35459;35.0271;-94.66875
36643;34.8146;-94.66875
11635;30.66986;-94.66653
4144;31.91708;-94.63458
1966;34.84167;-94.63111
28210;36.51627;-94.60989
40015;37.84239;-94.60359
36572;37.84203;-94.6028
3240;34.45195;-94.60042
8289;32.9;-94.6
41012;39.30745;-94.59565
7505;32.68945;-94.59222
11451;30.71139;-94.58
10422;34.64583;-94.575
14493;47.4914;-94.57375
4532;34.59583;-94.55944
48012;39.8595;-94.54
30570;33.05685;-94.52925
27785;37.03575;-94.52888
8108;32.62389;-94.52
23134;52.6752;-94.5176
26711;34.49108;-94.49968
47651;39.3985;-94.4955
11687;31.0232;-94.47903
55789;38.5735;-94.477
14467;37.18124;-94.47345
74818;34.64856;-94.46039
5607;34.70694;-94.45417
24970;31.2371;-94.45095
6178;36.18333;-94.44694
65296;34.021;-94.4435
67313;33.01;-94.44
62813;39.3875;-94.43649
65284;34.4415;-94.4325
44793;47.39974;-94.41713
7548;30.775;-94.41528
67746;34.0775;-94.4095
45851;39.60238;-94.40015
5072;42.9074;-94.3841
34657;34.4082;-94.38045
16696;34.369;-94.3745
7649;32.04361;-94.37444
8116;32.65;-94.37361
2264;42.0152;-94.3677
1944;33.76986;-94.3643
8039;33.28333;-94.35722
1268;42.8674;-94.356
8527;35.09306;-94.356
65278;38.3905;-94.352
30063;34.08204;-94.3457
3390;31.33333;-94.33334
65277;38.397;-94.332
62746;30.19144;-94.32404
62926;34.03789;-94.32321
11389;33.09625;-94.32139
40548;37.91544;-94.32079
51882;39.00875;-94.30658
2399;32.68;-94.3
58980;39.502;-94.29428
38339;39.20894;-94.2908
12054;38.586;-94.286
58895;45.8;-94.27725
59450;39.2475;-94.271
1100;38.7437;-94.2633
9137;33.07639;-94.25694
1633;33.18528;-94.25556
5316;36.20611;-94.23417
26306;36.50787;-94.2319
27482;35.36335;-94.229
2170;42.72063;-94.22206
56438;38.99353;-94.22043
72313;34.61197;-94.21684
44678;31.05591;-94.20776
4139;32.1;-94.20695
33490;42.6766;-94.20245
8107;32.62194;-94.2
8547;32.05806;-94.2
41195;38.524;-94.1927
40306;38.5229;-94.19245
66063;38.521;-94.188
63665;31.1659;-94.1679
8067;32.8;-94.16666
30573;39.04035;-94.16049
8117;32.58333;-94.15
46641;33.17162;-94.14799
10157;32.01083;-94.14306
65808;38.46156;-94.14297
47408;33.2784;-94.12258
14942;47.3304;-94.1211
1631;33.37917;-94.11611
56108;34.4125;-94.1125
31201;37.85524;-94.11218
39835;39.03445;-94.10855
41395;38.5992;-94.1057
28839;33.94073;-94.09966
48930;47.76524;-94.07877
2635;36.25639;-94.07806
58136;33.211;-94.0765
11252;35.1759;-94.0679
42473;30.7114;-94.04529
23489;41.461;-94.045
63984;33.387;-94.036
20408;49.40276;-94.02934
43612;40.39956;-94.02478
41700;42.10722;-94.01338
36498;33.33171;-93.98622
1197;41.59377;-93.974
13028;30.83315;-93.972
12314;30.33778;-93.97194
7971;33.18639;-93.9475
1313;32.7817;-93.9467
7045;36.34167;-93.94583
10093;36.13361;-93.94389
10506;30.41667;-93.94
44429;42.03477;-93.92304
1116;38.46253;-93.91737
17545;47.323;-93.9137
12470;37.117;-93.894
26100;33.14759;-93.89135
11439;30.43444;-93.89
4090;33.26666;-93.886
13267;51.03445;-93.88194
1148;37.9939;-93.8794
1213;31.56;-93.87194
48156;37.48743;-93.86594
22147;40.8348;-93.85965
24056;40.8348;-93.85965
2104;33.31194;-93.8417
2957;35.9975;-93.83426
9840;36.8133;-93.8232
23686;37.87153;-93.82087
1046;42.47806;-93.82007
33137;46.78149;-93.81888
21438;30.12615;-93.8117
1554;40.59604;-93.77783
3032;36.34389;-93.76
40293;47.65885;-93.75745
11430;36.31519;-93.75723
13718;35.34572;-93.75313
9507;36.41;-93.74
24767;37.19201;-93.73122
2180;37.11433;-93.71506
13833;30.8;-93.7
19695;37.664;-93.684
9274;30.76667;-93.68333
15075;36.67065;-93.65774
69316;39.83804;-93.6515
48530;40.57773;-93.64312
25874;36.7279;-93.6383
1271;41.62183;-93.63804
9387;30.72028;-93.61667
69601;47.49753;-93.61481
9502;37.3317;-93.614
62851;33.66554;-93.56799
1141;38.0944;-93.5577
59520;36.1655;-93.5515
4116;37.7664;-93.5395
6656;36.73;-93.51
9567;31.5831;-93.50845
67271;31.60641;-93.4991
22821;48.60385;-93.47855
22101;35.06144;-93.45042
23227;32.895;-93.45
62678;36.3025;-93.448
58414;41.52387;-93.4371
5286;37.0968;-93.4303
24276;35.15193;-93.42848
3667;37.54661;-93.41
62930;39.1175;-93.4025
55225;36.589;-93.3945
23882;32.45763;-93.36627
10734;48.60873;-93.33372
717;36.63621;-93.31413
7236;31.14195;-93.2952
41427;36.66887;-93.29459
65866;37.5515;-93.285
29435;47.31732;-93.28008
14150;36.71418;-93.25712
28711;47.52522;-93.25262
1502;31.1458;-93.2512
7059;34.39;-93.23111
3093;42.73854;-93.22192
62340;35.186;-93.206
3519;33.88861;-93.20389
62203;35.55535;-93.1716
12824;34.31611;-93.17056
13211;34.285;-93.162
62625;36.042;-93.1545
