number;lat;lng
3226;35.42097;-93.15208
40177;36.39835;-93.14626
2036;37.07354;-93.13545
7815;35.27833;-93.13361
58937;36.72415;-93.11722
25026;36.3881;-93.1073
1641;34.25;-93.1
3631;31.6498;-93.0887
24254;34.44652;-93.07654
17551;45.1836;-93.06226
9012;47.27147;-93.02428
1640;34.08;-93
31166;47.5;-93
1099;38.04414;-92.97639
5342;35.8019;-92.943
7766;39.7557;-92.9282
59346;47.83334;-92.92708
13350;32.0199;-92.914
511;41.3675;-92.9008
27028;46.02361;-92.88618
19655;46.3666;-92.84309
62558;46.92417;-92.83774
17900;46.3725;-92.83521
5552;38.3085;-92.8254
50534;38.16811;-92.79309
16719;49.77521;-92.76801
1630;43.17215;-92.76577
18442;36.94109;-92.7622
46817;47.47025;-92.75357
29417;34.73147;-92.75093
6394;41.02174;-92.73979
3143;34.52473;-92.70348
8435;45.776;-92.683
45418;45.38867;-92.66538
1278;30.8346;-92.64896
11632;33.26462;-92.64066
59307;37.46041;-92.63587
27676;47.51591;-92.6349
27948;36.29871;-92.63179
7715;30.2576;-92.6221
10913;33.14663;-92.61493
3483;38.81124;-92.59781
4094;34.56444;-92.58667
4095;34.47;-92.58
56954;34.20873;-92.57542
7969;36.36;-92.55472
46676;37.4504;-92.5415
16566;47.5754;-92.53
38015;36.14065;-92.52505
66158;37.46392;-92.52242
9796;46.69303;-92.49979
1460;31.1375;-92.4976
26124;31.40304;-92.46844
8502;45.1097;-92.4573
75162;36.09306;-92.45677
5085;36.615;-92.425
56576;31.368;-92.422
8890;38.305;-92.411
1501;32.8057;-92.40895
44283;38.437;-92.408
8420;34.53167;-92.40778
1461;31.3058;-92.4054
1637;36.33528;-92.385
1636;36.19444;-92.38222
1459;31.3799;-92.37835
75007;46.65563;-92.3713
27125;38.9099;-92.36771
4379;43.80075;-92.36145
13049;43.80075;-92.36145
40101;34.86535;-92.3575
5609;31.3904;-92.3495
186;34.55056;-92.34083
55997;38.1875;-92.337
4096;33.1075;-92.33472
1537;31.4871;-92.3309
58092;38.93704;-92.32704
27023;39.08817;-92.31901
1458;31.6825;-92.3104
1536;31.6825;-92.3104
39922;34.92684;-92.30753
41827;36.38605;-92.30614
4789;46.05229;-92.30575
57471;34.92336;-92.30519
29980;36.8109;-92.3046
42295;48.1316;-92.296
35281;48.13826;-92.2895
28954;31.41787;-92.28034
55376;36.37399;-92.27071
56735;34.85324;-92.25454
76;36.37139;-92.25139
3777;31.4676;-92.2508
39615;36.4504;-92.2428
29313;34.56384;-92.22704
64096;38.485;-92.225
36407;37.50983;-92.22327
1138;37.82861;-92.20055
65870;38.4125;-92.1855
4421;37.714;-92.173
57939;43.19481;-92.15997
5123;36.7548;-92.1527
27341;37.5656;-92.1426
58819;45.63061;-92.12408
28935;48.1784;-92.12065
10919;34.87;-92.12
40087;37.02496;-92.11988
24404;36.97061;-92.09264
28689;38.56724;-92.07335
28427;43.32922;-92.06343
62393;37.7925;-92.05
18077;48.36266;-92.04907
29294;44.75668;-92.03925
2931;33.82111;-92.03389
43975;47.4284;-92.01759
5064;37.27;-91.985
67381;47.87965;-91.97748
11786;35.07;-91.97
57358;42.51633;-91.96428
9941;38.62;-91.96238
1432;45.5258;-91.87774
5228;36.37111;-91.87
24413;31.08774;-91.84467
48665;30.74715;-91.76733
23448;45.8618;-91.75641
1270;40.995;-91.75205
25084;41.47445;-91.74585
2494;34.787;-91.735
1105;45.5;-91.71295
9089;42.28422;-91.68192
1118;39.8397;-91.6533
21660;38.01223;-91.64719
1115;38.441;-91.6284
6194;38.28;-91.6253
50541;35.34737;-91.60007
49019;45.58858;-91.59938
27978;41.76292;-91.59415
59071;37.422;-91.578
35883;41.7822;-91.57033
40020;36.33205;-91.52025
13286;35.69958;-91.51528
9753;35.44944;-91.51306
55410;35.255;-91.50301
23691;46.10445;-91.49319
37862;33.40425;-91.48295
46380;35.703;-91.46231
6932;35.64861;-91.45889
496;37.8597;-91.432
3049;40.4415;-91.4261
50717;37.99225;-91.42575
74675;37.99211;-91.42499
26348;48.0715;-91.41945
1132;39.1405;-91.419
11453;37.63169;-91.41383
2992;40.3752;-91.3883
1234;43.078;-91.3867
3044;43.98694;-91.33662
48655;37.93125;-91.33569
16870;44.4049;-91.3171
59421;45.95919;-91.30911
15236;37.2306;-91.30804
36761;37.39315;-91.3012
8913;33.7985;-91.27056
46742;46.42085;-91.2421
36178;33.26855;-91.22115
1120;36.6;-91.2
44740;43.00499;-91.17154
11026;46.6425;-91.1713
75457;46.09433;-91.16428
27089;38.2081;-91.16042
6775;38.11203;-91.1569
56937;36.469;-91.154
23745;32.0131;-91.14448
4093;36.19791;-91.1125
24508;46.25961;-91.10812
4552;30.96745;-91.0955
1136;39.3735;-91.093
1135;39.29007;-91.09014
56443;36.154;-91.09
4099;40.8139;-91.0863
12122;31.39275;-91.08505
7234;34.88111;-91.08056
63860;34.17376;-91.07266
5059;39.445;-91.07
30159;38.11468;-91.06547
6530;30.49905;-91.01565
3521;40.4664;-91.0007
13516;34.97181;-90.95902
41718;39.91682;-90.95499
12528;36.66708;-90.9525
51678;42.33531;-90.93558
43619;40.9119;-90.928
19917;46.59847;-90.90444
23949;40.9452;-90.9009
49971;37.05571;-90.89388
26694;37.66643;-90.86792
48359;46.67915;-90.86665
514;30.1878;-90.8493
36514;42.50969;-90.84215
56388;37.30427;-90.83465
8732;33.56555;-90.8022
24879;37.79465;-90.79886
36406;40.45273;-90.79664
40995;40.45428;-90.78947
40714;40.55179;-90.7771
30530;42.55997;-90.76557
1158;38.039;-90.7517
26919;38.4063;-90.7357
10446;44.3801;-90.7221
10445;38.4971;-90.7212
14987;44.4723;-90.7167
1338;31.1603;-90.71574
43915;43.1573;-90.7109
20677;38.40685;-90.7
12087;30.509;-90.6763
33040;40.1348;-90.6757
1356;38.655;-90.675
25071;42.4104;-90.66615
28080;38.21285;-90.66216
24354;39.607;-90.64
202;39.2949;-90.608
40457;40.25679;-90.59952
22945;41.65225;-90.59601
56107;29.5385;-90.593
18221;48.0607;-90.58915
27141;41.76392;-90.55585
63387;38.203;-90.5545
48339;38.45927;-90.55145
23836;38.73802;-90.53249
42730;38.92993;-90.53175
10927;38.69428;-90.52987
27800;37.18847;-90.52135
2863;45.78177;-90.51659
5507;45.7743;-90.51145
2774;36.12083;-90.51056
11823;38.21719;-90.50072
57305;37.5965;-90.4935
9980;45.94;-90.46
15007;40.316;-90.459
23490;48.6055;-90.44405
8121;45.775;-90.444
47249;40.9474;-90.4429
41657;45.672;-90.43515
59659;45.90015;-90.43416
24265;45.73271;-90.42001
24147;41.55965;-90.40675
30645;39.02775;-90.4049
29265;39.02341;-90.40184
16294;38.22635;-90.39488
47649;40.625;-90.3832
72269;45.94371;-90.35122
13983;35.0194;-90.32
27146;40.63267;-90.28404
38005;43.13145;-90.2787
66214;37.0505;-90.277
2451;37.5562;-90.2488
43122;42.82445;-90.24295
28484;39.57463;-90.24173
36838;37.40025;-90.23058
33264;41.73534;-90.22054
27261;36.57869;-90.21339
38765;40.48724;-90.19624
27012;32.40191;-90.19371
28533;39.6548;-90.18651
338;35.14639;-90.18444
32162;40.98073;-90.18332
41907;39.74652;-90.17844
62297;37.718;-90.177
28534;39.53747;-90.17564
4761;43.06171;-90.1687
33638;38.51689;-90.16501
46439;41.12409;-90.16382
10535;38.92241;-90.16171
71920;40.06831;-90.15218
6820;40.04505;-90.1498
32196;38.74784;-90.14547
39852;38.74784;-90.14547
25809;38.9951;-90.1451
59736;35.738;-90.1355
43319;39.34657;-90.1173
12919;41.6;-90.1
43348;39.30525;-90.0933
29287;41.7584;-90.0795
46917;39.3047;-90.0775
42547;38.09052;-90.06338
10892;40.5332;-90.0594
43973;46.06195;-90.0545
37697;39.37753;-90.04582
2215;44.6543;-90.0411
1150;37.8602;-90.0329
63091;45.63092;-90.02283
50155;40.61182;-90.01651
28516;38.7774;-90.012
28568;40.5658;-90.0055
31062;40;-90
28713;40.63281;-89.99568
28714;40.62288;-89.99328
15050;45.0902;-89.9905
26962;36.06055;-89.98725
23418;39.06;-89.98351
47412;39.2038;-89.9758
8696;41.30412;-89.9595
28569;40.5634;-89.95824
2901;39.115;-89.952
15003;35.226;-89.94
55598;46.3018;-89.91997
3472;38.809;-89.918
71815;41.71918;-89.91718
415;35.5035;-89.91499
71733;46.08392;-89.91314
63795;38.53062;-89.89167
28423;39.93521;-89.88871
31968;40.59904;-89.88347
58089;38.74625;-89.8774
56168;38.66736;-89.87602
5516;45.7264;-89.8741
55224;38.43189;-89.87113
27410;36.87593;-89.86899
55934;39.4383;-89.86021
15347;42.21;-89.85
1345;34.31605;-89.845
43211;43.85809;-89.81407
25548;30.85052;-89.81163
44649;41.72264;-89.80784
25267;38.72226;-89.80125
27042;38.90123;-89.80123
50965;38.4335;-89.7915
50967;38.4326;-89.79143
34240;44.42315;-89.7793
21240;35.416;-89.7735
38662;44.4308;-89.7715
10609;45.9555;-89.7384
27692;40.82944;-89.73378
28429;40.82944;-89.73378
49302;38.96846;-89.72024
2792;45.89832;-89.6965
8429;30.46825;-89.6918
10037;41.7798;-89.689
32634;39.62;-89.6845
40718;42.95915;-89.6816
29495;39.66676;-89.68079
15610;36.00565;-89.67815
3005;45.22849;-89.67523
29612;39.6395;-89.66525
41734;42.9633;-89.66375
9717;46.0484;-89.66195
32402;45.87116;-89.66046
40841;39.83627;-89.65926
6461;35.537;-89.63499
39098;39.73333;-89.61281
1341;30.2464;-89.6111
18278;37.286;-89.6075
40075;40.67577;-89.60034
30510;40.8365;-89.599
1339;33.10925;-89.59135
12836;40.61;-89.585
23395;38.946;-89.582
28370;39.65749;-89.56981
58238;39.75318;-89.56226
22448;37.236;-89.55949
10197;39.06;-89.558
34728;39.84874;-89.55229
14872;38.4763;-89.54485
31419;38.9241;-89.53419
15251;39.853;-89.5
44437;46.25;-89.5
41916;37.68485;-89.49155
55706;40.67855;-89.49032
40842;37.68393;-89.48825
25273;39.26776;-89.48787
36306;37.71917;-89.48784
39267;37.71917;-89.48784
8060;36.09583;-89.48666
28545;39.7721;-89.4691
23760;37.78048;-89.45728
55386;41.02524;-89.45454
18584;38.0985;-89.4205
30203;40.14471;-89.41959
27387;41.90703;-89.41539
40475;41.96925;-89.38184
7326;35.0055;-89.3808
36246;37.18404;-89.36896
40474;37.18404;-89.36896
57880;37.56937;-89.36241
59073;37.56937;-89.36241
2806;37.745;-89.3595
57303;38.33912;-89.35323
44665;35.52335;-89.35205
28703;39.5075;-89.3469
28899;39.5075;-89.3469
24356;39.74678;-89.34647
11121;41.86395;-89.34285
24997;38.567;-89.341
43295;46.1675;-89.3381
27374;41.2285;-89.3211
50982;43.0625;-89.3179
5137;46.87111;-89.31389
25670;48.3766;-89.30945
3300;38.04813;-89.30435
50341;37.4351;-89.30203
65691;36.9897;-89.25555
25432;36.26451;-89.25397
27959;48.57605;-89.2351
50208;37.85126;-89.23383
50502;38.27372;-89.21439
41514;45.941;-89.21035
5742;37.1142;-89.1979
27429;43.8708;-89.18135
69008;36.02328;-89.17284
44003;37.63264;-89.17177
7232;45.5051;-89.16425
40120;37.61335;-89.15173
2805;38.98;-89.136
10910;38.68707;-89.09732
27486;35.8606;-89.0912
50837;45.05855;-89.08323
26874;40.65639;-89.04518
63689;36.16488;-89.03873
4767;30.97675;-89.0338
34980;41.26155;-89.03049
19910;42.1846;-89.022
35184;45.0255;-89.02036
3467;37.846;-89.0111
18059;39;-89
24544;37.289;-88.9963
2363;36.9372;-88.9949
35427;38.1038;-88.99181
42945;37.88755;-88.98393
36567;37.92017;-88.98228
37522;39.8732;-88.9813
65795;38.32304;-88.96978
36667;41.30374;-88.95451
15895;37.72735;-88.9487
15393;37.61095;-88.9319
11273;37.91;-88.929
46878;41.3224;-88.92
3471;38.4975;-88.9094
23104;39.781;-88.867
12290;32.1806;-88.864
35206;38.18881;-88.83003
5244;45.56326;-88.7829
20579;46.2803;-88.7751
13918;32.036;-88.77015
14144;32.036;-88.77015
11328;36.0165;-88.76775
29227;37.2276;-88.7584
4681;32.2714;-88.7496
1342;32.3372;-88.74805
25924;37.228;-88.7476
2376;30.38345;-88.72985
28110;40.19732;-88.724
3474;37.34339;-88.71672
33859;41.42741;-88.71402
30003;41.42396;-88.71103
47403;39.50655;-88.70795
30896;41.4209;-88.706
35789;32.09515;-88.68893
43648;43.425;-88.68
38032;41.29077;-88.66103
25704;37.52127;-88.65912
4381;36.12292;-88.65445
13347;32.31255;-88.65135
29241;39.75616;-88.62624
42794;39.2372;-88.61966
28940;41.29663;-88.60814
10308;48.78009;-88.60707
49515;41.29601;-88.60679
11911;41.295;-88.595
11831;41.3368;-88.562
12439;41.3368;-88.562
12140;41.33;-88.55
13070;37.63;-88.55
28936;41.33018;-88.53889
11295;42.075;-88.53872
25082;45.02176;-88.5233
135;44.8491;-88.51969
36702;40.82546;-88.50196
14802;37.61404;-88.50061
47469;39.8352;-88.47835
72081;32.51638;-88.47103
32616;41.61575;-88.4586
29549;46.10294;-88.45181
28008;42.97569;-88.44846
15019;41.625;-88.4375
317;36.8207;-88.41175
1344;33.50025;-88.40335
28065;45.95359;-88.38782
29165;37.60075;-88.38197
69321;37.44508;-88.36589
49954;37.9308;-88.362
67486;42.38553;-88.35001
3018;37.5;-88.3461
17168;30.47612;-88.34223
16564;43.251;-88.3245
59229;43.21667;-88.31644
65679;31.24305;-88.31126
10740;35.80762;-88.30945
47776;42.1838;-88.30026
32400;42.18476;-88.29926
69467;43.26699;-88.29105
29448;42.1551;-88.2886
23929;46.56913;-88.28403
39764;34.735;-88.26655
37038;31.25385;-88.26291
47911;41.34693;-88.23882
13494;34.60905;-88.19894
28679;41.89011;-88.18031
832;33.13195;-88.17885
30367;39.8213;-88.1676
19938;46.5244;-88.16701
3388;47.232;-88.16361
2804;45.33418;-88.16359
12984;42.1295;-88.1577
12641;36.82806;-88.15556
5954;33.13;-88.14999
9295;43.1575;-88.1255
57777;36.92799;-88.12511
35475;33.41574;-88.12475
2797;45.43522;-88.12464
41318;40.26916;-88.1033
26039;42.17577;-88.09506
51419;45.64585;-88.0896
961;31.4515;-88.08305
34919;38.3778;-88.07554
41062;45.64867;-88.03413
29836;41.207;-88.01345
20002;46.01398;-87.98718
10879;38.94564;-87.97622
11998;37.75972;-87.96917
1907;31.58255;-87.96095
48085;45.3865;-87.9604
28326;34.8986;-87.95277
39031;43.89418;-87.94178
33322;36.8216;-87.93167
26513;30.7113;-87.91833
44644;38.87531;-87.90503
2367;37.34029;-87.89844
13289;36.75139;-87.89472
48073;45.7457;-87.87157
44645;38.893;-87.869
35593;41.63039;-87.86476
45830;41.7173;-87.8617
46494;41.9586;-87.8574
43148;38.354;-87.8572
47521;41.67433;-87.84415
39314;42.86631;-87.84023
28728;41.84136;-87.83285
30748;35.545;-87.8084
33426;39.09109;-87.80624
45041;41.63289;-87.79683
37856;38.37945;-87.79079
27568;34.70112;-87.77686
47720;41.7627;-87.7714
28525;41.63243;-87.76622
30601;41.63243;-87.76622
38395;41.53346;-87.75156
39851;41.53346;-87.75156
67602;45.69347;-87.74364
15844;40.1527;-87.7424
27630;45.02046;-87.73608
2787;46.61183;-87.73236
39084;39.40458;-87.7313
55144;40.09169;-87.71541
44849;33.37095;-87.6942
31858;38.71682;-87.68468
51317;45.15;-87.6779
71896;30.31786;-87.64934
27399;37.3141;-87.64487
28993;45.05592;-87.63705
51417;41.53887;-87.62597
42140;41.40762;-87.60593
49182;38.76417;-87.60555
26905;41.16124;-87.58124
43402;31.809;-87.56807
27459;33.8957;-87.53395
27480;33.8957;-87.53395
42150;41.4811;-87.5321
21142;37.29395;-87.52757
36381;42.51519;-87.52243
577;34.80405;-87.50905
24451;31.20325;-87.5047
19936;46.52545;-87.5034
23496;44.69867;-87.49564
20100;46.09045;-87.48289
24419;36.1124;-87.4769
14404;40.34057;-87.47077
30902;46.60424;-87.46171
1022;33.97575;-87.45876
27242;35.78439;-87.44963
7096;46.47182;-87.42407
15374;38.1579;-87.41805
1433;37.2402;-87.40585
69641;35.22149;-87.39061
11765;36.12318;-87.38542
43217;33.89236;-87.3775
6938;33.21145;-87.35664
17348;46.34445;-87.3459
22981;37.6095;-87.344
20202;45.9642;-87.3289
245;33.28375;-87.32655
43145;45.78247;-87.326
14336;38.01;-87.3203
7031;33.26035;-87.31821
24547;35.3218;-87.2932
17035;31.99;-87.29
35339;33.20837;-87.28992
26947;30.9725;-87.265
10486;35.94;-87.25375
14082;32.30673;-87.24547
23916;35.0228;-87.2352
19588;39.8679;-87.23335
9254;35.20416;-87.19556
5801;30.9905;-87.1814
59590;46.06728;-87.15701
49467;37.83837;-87.13843
799;34.92855;-87.1105
44387;45.74023;-87.09378
4743;31.16;-87.09069
27274;39.9347;-87.08955
29794;36.1874;-87.0886
27976;40.38335;-87.0796
33307;31.13586;-87.06486
47439;45.93311;-87.05026
56552;45.89259;-87.04828
2390;36.89478;-87.02245
29675;45.87165;-87.02158
451;34.9263;-87.02025
27024;37.64966;-87.01657
3296;34.6802;-87.00665
10192;31.00009;-87.00008
15102;31.00002;-86.99782
2391;37.05575;-86.98705
43689;33.55153;-86.98473
29403;36.0917;-86.9803
15597;34.73139;-86.97057
28897;46.35503;-86.97
989;30.84015;-86.9648
45296;34.00806;-86.96416
48811;37.65522;-86.93743
25869;39.72848;-86.93636
7239;40.9847;-86.911
10220;35.1918;-86.9094
40912;34.29511;-86.88621
21714;33.1;-86.86
50178;33.89833;-86.84557
5694;46.01278;-86.81917
25237;39.74356;-86.81714
60871;38.63472;-86.79333
10498;33.8132;-86.7891
28634;30.6966;-86.7513
46334;36.91533;-86.73543
22572;35.6753;-86.7074
9113;30.56775;-86.6913
24441;30.90529;-86.68372
1830;34.1288;-86.68
435;34.5422;-86.66465
25559;34.71139;-86.6575
25037;30.75;-86.65
25189;38.12318;-86.64338
8171;33.3674;-86.64066
63433;30.71482;-86.63961
3028;34.4881;-86.6333
72285;30.80618;-86.61586
20043;46.159;-86.611
25440;36.30155;-86.60155
25111;34.55946;-86.59747
9245;41.062;-86.5945
24646;32.184;-86.581
21821;39.01166;-86.57665
40417;34.47091;-86.56954
1783;32.4456;-86.5653
67590;30.68441;-86.55637
41776;36.8066;-86.5549
35293;31.34781;-86.54527
40564;30.62555;-86.54302
19961;46.4722;-86.5367
22973;46.3126;-86.5228
7235;34.7325;-86.52105
7386;42.0288;-86.5153
25592;36.5802;-86.5104
10783;35.988;-86.5101
730;30.51295;-86.5065
39383;34.32279;-86.5045
22539;33.59;-86.5
67412;30.6098;-86.4945
28861;39.02502;-86.49139
26886;32.76967;-86.4891
23823;35.10615;-86.46987
8679;33.6205;-86.4664
6638;35.11417;-86.465
24815;39.32117;-86.46065
26173;36.68937;-86.45915
31603;43.674;-86.4565
416;34.95605;-86.4559
29891;39.3804;-86.4324
19223;44.091;-86.42896
29674;39.04744;-86.38894
42939;32.48322;-86.37698
34312;43.689;-86.376
11682;35.94778;-86.36485
35753;42.19;-86.36
35456;37.55379;-86.35931
31302;43.4245;-86.353
49480;39.17909;-86.3356
65536;39.24841;-86.33011
55573;43.55;-86.325
10501;33.6332;-86.2952
37652;43.5345;-86.29
8635;31.29;-86.255
25793;38.6899;-86.25349
10284;38.4191;-86.23506
35236;39.2065;-86.22125
31025;46.19183;-86.21193
24799;35.9978;-86.2011
14845;38.43235;-86.19055
43798;44.38367;-86.19037
483;33.94175;-86.17965
18043;34.27607;-86.17524
25238;33.36305;-86.17122
5280;42.86361;-86.16861
10678;39.4862;-86.161
28005;36.25466;-86.15759
6094;40.18;-86.1512
24238;45.964;-86.1437
22941;36.772;-86.1425
66182;37.59461;-86.13757
10765;37.3817;-86.1358
30673;37.96027;-86.11702
37797;44.73109;-86.11156
13242;39.38;-86.11
10538;40.0403;-86.1084
30089;44.1708;-86.10335
30090;44.22671;-86.10172
15514;44.5976;-86.09081
7275;43.103;-86.075
15119;39.2152;-86.05825
55870;37.51867;-86.05289
65589;38.71342;-86.04386
17939;45.9796;-86.0221
6632;37.1496;-86.0163
8921;33.00014;-86.00004
25768;41.77945;-85.99374
44487;32.91874;-85.9793
14181;30.993;-85.97701
24127;46.18968;-85.97613
19838;42.4637;-85.95915
29386;38.39027;-85.95914
20457;46.34575;-85.95865
9545;30.9854;-85.95136
17175;44.4887;-85.93575
15473;31.85;-85.925
43519;44.25533;-85.9222
35387;44.0559;-85.92196
2385;38.14415;-85.89175
22969;33.46345;-85.87055
39620;34.04129;-85.86473
24776;44.62845;-85.86292
10153;39.365;-85.8486
24862;38.73725;-85.84489
21916;41.80205;-85.84005
9872;44.51436;-85.82096
1419;33.48665;-85.8175
51044;30.1766;-85.8055
38022;34.56327;-85.79889
47975;31.53475;-85.7944
28805;44.66666;-85.79052
45498;33.24084;-85.7894
10889;44.64535;-85.77714
72265;46.22113;-85.77517
5884;30.7599;-85.76891
19100;35.23036;-85.75014
42056;44.83369;-85.72845
22899;31.35;-85.7075
17455;32.43;-85.705
8438;41.3382;-85.7037
26587;40.54919;-85.69739
37553;42.225;-85.6885
23399;30.79;-85.685
42226;43.22;-85.68
23730;37.7755;-85.67188
24695;44.45835;-85.6667
115;30.98555;-85.6489
13313;30.28881;-85.64108
26196;44.16985;-85.63835
9174;30.4664;-85.6316
17480;33.35;-85.625
34224;31.30503;-85.61766
9642;39.3579;-85.61
4414;42.39472;-85.60028
35671;43.153;-85.5995
21271;46.56725;-85.589
46063;38.02847;-85.57882
273;33.7065;-85.57415
28797;40.74765;-85.57069
29032;39.45697;-85.5481
73291;34.72292;-85.54543
75577;33.65175;-85.52335
45572;44.50587;-85.51546
15926;40.7219;-85.5045
3525;46.52889;-85.49639
42885;30.46805;-85.4937
42692;33.12572;-85.49103
37094;33.82162;-85.48985
39578;44.71466;-85.44922
5519;30.32305;-85.4427
32976;44.685;-85.433
7427;32.6218;-85.4258
30730;34.62689;-85.42266
67423;33.64341;-85.41961
22802;43.21;-85.41
2589;34.66005;-85.4034
23247;29.93629;-85.3948
7464;34.66029;-85.39171
475;46.71195;-85.38834
27067;31.86801;-85.35995
15767;37.689;-85.359
17308;33.9844;-85.3582
28803;40.8179;-85.3532
41169;33.95003;-85.35133
4502;43.235;-85.34194
11030;34.69895;-85.34145
7088;34.77525;-85.3297
21359;34.42654;-85.31646
28453;39.98705;-85.3149
31592;43.857;-85.30701
35437;43.577;-85.293
9568;43.60667;-85.27652
3269;37.41098;-85.26247
28945;43.2725;-85.2515
24033;45.33075;-85.23538
45464;34.14117;-85.22781
18033;32.6825;-85.2222
724;30.8724;-85.217
35282;44.1305;-85.2165
46746;31.23374;-85.21574
18376;32.67715;-85.21545
31801;30.71362;-85.20786
29530;34.17769;-85.19659
44986;31.651;-85.19265
30004;34.17521;-85.18678
38873;34.05198;-85.16238
179;32.31435;-85.16235
18377;33.81461;-85.15337
26245;43.45135;-85.12935
398;33.26885;-85.12705
21254;30.08341;-85.11039
22813;34.4826;-85.10299
56061;33.81871;-85.10207
44479;34.24174;-85.08995
29615;44.525;-85.075
32537;35.30146;-85.07263
7792;29.8398;-85.0681
56809;35.545;-85.0667
10151;42.323;-85.05965
2220;32.0538;-85.0409
36229;38.25861;-85.03827
36230;38.24361;-85.03827
30135;32.96854;-85.02602
20231;35.5467;-85.02585
47841;33.91604;-85.01929
23537;39.06565;-85.01295
28668;44.76665;-85.00165
2383;38.44148;-85.0016
27184;38.63813;-85.00044
447;34;-85
30753;45;-85
26372;43.1095;-84.9825
1045;37.95708;-84.97527
18044;33.81029;-84.97515
25454;39.17295;-84.971
36355;43.265;-84.94099
27955;38.12912;-84.94009
1024;37.3181;-84.92358
28373;46.37165;-84.91665
40618;30.54079;-84.91096
33187;37.97699;-84.90234
58621;43.38621;-84.88741
65654;35.8823;-84.88694
31005;35.97231;-84.88466
20173;45.91515;-84.87524
7113;33.5388;-84.869
26829;36.39403;-84.85902
38870;34.03528;-84.83903
48086;33.94979;-84.82338
25035;35.129;-84.8215
14887;33.81283;-84.80283
4672;39.37215;-84.80138
32254;34.06787;-84.79704
26019;33.796;-84.79601
31368;39.08002;-84.79574
4659;39.37509;-84.79429
18016;33.80785;-84.78979
28982;30.79456;-84.78122
15187;41.9773;-84.7802
15457;33.48295;-84.7681
4613;44.4355;-84.7602
19421;34.1318;-84.73846
20423;42.3125;-84.7378
26352;33.2706;-84.73555
15479;44.29188;-84.72922
27197;34.8243;-84.72352
48695;46.01793;-84.72002
17457;47.98577;-84.71373
23530;44.7;-84.71
2093;34.1226;-84.7038
67296;30.2386;-84.7025
2094;34.1088;-84.6971
1865;34.0474;-84.68864
17443;47.5889;-84.68153
24800;38.90649;-84.67017
4325;43.5975;-84.66833
40315;39.65361;-84.66399
27522;36.19746;-84.66167
37750;38.73854;-84.63702
4970;39.70042;-84.62567
19129;34.8983;-84.6216
246;30.6645;-84.60745
29091;45.35665;-84.605
44571;31.71434;-84.60457
25298;44.17335;-84.6
1864;34.28745;-84.59345
38946;44.41775;-84.5914
8715;38.528;-84.588
810;43.74;-84.58583
25043;34.8155;-84.58501
13298;30.587;-84.583
3094;34.36725;-84.57616
4556;41.34728;-84.54476
444;33.4996;-84.5422
46534;41.78913;-84.53609
6097;33.70037;-84.53352
26313;33.49565;-84.5317
45976;42.20901;-84.53098
21193;34.48287;-84.5136
45280;39.65625;-84.51192
40223;44.12;-84.50999
68899;33.37111;-84.508
7004;34.1962;-84.50055
27551;37.55156;-84.50035
37448;44.377;-84.4995
4972;39.64146;-84.48506
15060;35.18597;-84.48414
26262;34.31955;-84.48006
7800;44.82167;-84.47611
75283;34.17351;-84.46456
6804;39.49695;-84.45905
7181;41.79639;-84.4587
31121;44.398;-84.4445
2278;32.0321;-84.43484
1811;43.59611;-84.42722
24854;45.1475;-84.425
32594;43.83165;-84.41335
21792;44.41835;-84.40335
58126;36.105;-84.38335
23911;34.39965;-84.383
2902;41.2625;-84.38103
26369;39.63662;-84.36874
12789;39.61205;-84.36754
25651;43.87;-84.355
7399;41.93;-84.35389
43611;34.81182;-84.3453
62358;36.3065;-84.34
5881;36.66257;-84.33998
38902;45.31915;-84.30746
10771;35.1013;-84.3046
31444;41.871;-84.2995
28023;42.43235;-84.2915
2428;37.57039;-84.28714
3008;35.2597;-84.28315
71854;37.32355;-84.26856
57013;39.26903;-84.25986
9001;32.80865;-84.25755
2368;37.53705;-84.2552
9712;33.32442;-84.2532
46578;36.40406;-84.23711
29178;42.068;-84.22701
2393;34.70435;-84.2269
7436;40.80725;-84.21719
2830;43.79834;-84.2114
43889;45.22039;-84.21035
5702;30.4836;-84.20835
14828;41.80832;-84.20835
47067;37.30984;-84.20422
2100;33.97005;-84.20175
2381;37.89508;-84.1989
841;40.24354;-84.18491
257;39.9784;-84.1735
46635;39.13595;-84.17227
27009;44.94835;-84.165
15150;44.53665;-84.16389
35631;31.62608;-84.16016
9766;39.8494;-84.15971
7718;39.89172;-84.14493
49766;39.00175;-84.14354
26149;39.03501;-84.1317
18707;31.43265;-84.1293
24868;44.76;-84.12485
60924;38.99484;-84.10731
65393;39.42606;-84.10463
25242;37.75745;-84.10435
39785;42.17291;-84.10373
75464;39.40836;-84.10006
4498;39.74961;-84.09158
32435;32.2462;-84.08932
47305;39.01569;-84.08533
32377;36.8817;-84.0821
3351;40.73412;-84.06565
25622;44.5256;-84.06493
10904;44.36434;-84.05358
16995;35.40472;-84.05056
10814;35.5559;-84.0475
16970;35.3538;-84.0458
33979;40.04342;-84.04518
27783;44.59665;-84.0415
23481;42.68505;-84.04025
23701;34.6527;-84.0354
24393;31.30062;-84.02254
40106;44.68;-84.01165
27037;44.34035;-84.00156
18297;37.06226;-83.9769
40784;30.40785;-83.96767
1755;39.86096;-83.96562
1756;39.89216;-83.96123
18174;37.0787;-83.95846
